path,category,extension,size_bytes,lines,sha256,status_hint,recommended_action,priority,confidence,evidence_flags,rationale
lib/sgie/review-service.ts,lib,.ts,8927,288,6a8d5e9bad804e71d0fb1e6296657c254016b1a1b3cb0552d9b366962b980ea6,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/extraccion-estructurada.ts,lib,.ts,10497,303,4fb642eb98d4853fa181c77d48c4499cc34834fdec52926b79dcd53894c5adc3,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/correos-db.ts,lib,.ts,22112,681,8b93733126df254a987c20b84943c1fb1893d1e589ce3471dc33d2fcc0a9e1fd,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:681_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/expedientes-db.ts,lib,.ts,18428,538,4da686964d3f3d18ca2f194c2fdcc23eb551aef670e1f3fc912111bc77536761,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:538_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/reportes-db.ts,lib,.ts,11384,242,408bdc80ef0c0d63c9a6c4858038046a17182d398a54d4cb45d2c7dd7a6ea23a,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/risk-workload-jobs.ts,lib,.ts,2673,78,99fce649cdda7216af570d0458bea75319635f955b15e55f3dbde296ed685138,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/sgie/tareas-db.ts,lib,.ts,9449,265,425d2da5b081b6649b2de6d57e7a8e5c7baeb544ac50bd3c00139538e185e478,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/ia-router.ts,lib,.ts,14379,423,fa046076e934b5430f21e899b2b3f4d30d6ead824c4759e7b2b8bce2e39527b3,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/usuarios-db.ts,lib,.ts,8775,272,273f6e955ccb93f5f39a9d89d1265c8da426575b1f22aca6a5eaa6376ca00e32,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/search-db.ts,lib,.ts,6479,142,ecdea464fd838c5818549d6a20bf02686651fe87e2cc4ce0a1b3ce5a9e855386,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/ai-evaluation-service.ts,lib,.ts,4016,137,0e7a4023b64a8fa1715af39118916984b192275a661b5f0c59e887331b7c12cb,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/dashboard-service.ts,lib,.ts,3186,53,5d794767a2c9da45bac68e3c6dc2ff694cfc12aef479bb015b34592f6ca15ce1,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/document-comparison-service.ts,lib,.ts,4869,99,73a76daca7a7b830f00d58f0b3493668f4685cb569f7deb8fb8586c4510de76f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/feature-flags.ts,lib,.ts,19989,562,717f33596a76dd2a5a363c0f4ac3e634e3e747156919edb6228cefa987bcba76,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:562_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/workflow.ts,lib,.ts,8525,286,13ca4890243311e9f43d410b1e769d7fb0fd4d17d1ceb27256d47c88b6d5e97a,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/embeddings.ts,lib,.ts,743,24,82f045a5389bdfeb74a7ec7b0e5878e64c85002075cef2955488bcb3a938900f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/document-intelligence-jobs.ts,lib,.ts,1478,34,82f7c3bcb28b42efdaf8c690b1b1548b261533cc66c3d68eebdd6cbc026d81fd,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/sgie/clasificacion-documental.ts,lib,.ts,14268,400,38a254174c06be514db6c33b5d18e5950e73b77956a4e535bedadd74f0b37eff,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/agenda-helpers.ts,lib,.ts,2034,58,22a871fe63bc090c8c55a65f2856ef9ced8b137087147976fb695adf9f8bca4d,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/seguimiento-documental.ts,lib,.ts,10365,276,a37f0a842ae962725346a5500dae17dac61fab2c228c2214431d53e740b23984,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/brief-jobs.ts,lib,.ts,1108,30,7ce0958d4dc4a845315cd7af3bbc8f895396161237dd3ee09726da879191096b,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/sgie/baselines-service.ts,lib,.ts,1272,41,1d94248fa87d75ef7378cac1d7fe1b8cb0777820daceac2895a79a843d63811b,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/sgie/knowledge-service.ts,lib,.ts,2738,56,70c6c92fafe5ffaedd6a14da27a11c1ce01db69c13b3ca3eeac0abc8d5e31c21,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/brief-service.ts,lib,.ts,4537,98,0840ffcc939d93dee6f02a935dd146323dcab8825099f3318dc7b90853e4e3f0,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/outbox.ts,lib,.ts,6478,185,29de2fdff90d03ce4d2b9cf55798adf6fae29117274a0faabb7bd04476dd3ee6,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/observabilidad.ts,lib,.ts,6704,179,2d30b6bb93d3dee42fd1b2f4aef83c1241d07425dedd112d70e53cdc947be66b,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/workflow-simulation-service.ts,lib,.ts,8327,266,e671c8b446035e172802e5ed374d68fb850cff44ef47d95848f2e0a5d441415a,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/auto-vinculacion.ts,lib,.ts,9212,262,81edab704057c4e3230e651373db9cf717947053ab7299c70168a4d5654f9a85,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/auditoria-sgie.ts,lib,.ts,2104,66,8228b6f21237512271feb1eae9546a4209b99dcd468731fc5e33bd448aa37aee,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/notificaciones-email.ts,lib,.ts,5136,143,59fec0a8a2872f5600109db10ded2ef774ee3b335a2f69814d2521bda397325e,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/bulk-approval-service.ts,lib,.ts,31873,863,73fb1741d940cda6c0c38dec4a865ab33ea4aa1f74cf379c7defbe3921705737,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:863_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/motor-contradicciones.ts,lib,.ts,8191,221,86f52e9b205f7f22f9aa49d7b58598c3eb508d049c07d413dcc05abb0ac9b22b,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/resumen-incremental.ts,lib,.ts,8572,212,c08564af9a754c4ccc7c0846bdcc67810687abfe6f1eda8b679eeff1de8ecc20,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/recommendation-service.ts,lib,.ts,1720,39,62b728a2c0547a5294c6fba677a2d7644f60d1b7741a7570699436a6dfbca825,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/procedimientos-db.ts,lib,.ts,6050,169,0ec6a49a033ba94e2ca38e49659c30651341e89ad49a4a804a122a535936fcc9,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/client-portal-service.ts,lib,.ts,5331,191,f9b0a1be9c6bb9c7f8fd579b51eb850af2de496dec20be796f0950168eef0ae1,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/clientes-db.ts,lib,.ts,10319,298,1fcb925b4cb9a55abba8fa13196a9e372fe6cae7f13fedb937c555f9d39adf60,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/motor-confianza.ts,lib,.ts,9141,251,81db9764486981ff144d363101a018155d0e01f038e8f1625cbcab5ce8d8ad71,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/signature-service.ts,lib,.ts,26264,456,280527ce4ccd4d957090a485dfcb40e45cc5fa3122b923164007b67852b81062,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/jobs-db.ts,lib,.ts,7867,265,7f1da128c970f198e92a7ed40ff6e67ac08ddb69326d72e0f6351e59948c1428,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/motor-reglas.ts,lib,.ts,12357,273,d0f80599065f4e0b2ff2844218eca7d7468dcb7fa8144ebe19f896c5b8e841cb,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/next-action.ts,lib,.ts,16234,404,36a4ffff7ee546d5239f8987210353dbb09292caa8abc13f844f6042fedf9d03,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/upload-atomico.ts,lib,.ts,6950,243,aa1cfb11857feec5ffb94cbc57870d95268bbf162c5e01ac1f54d0ce38703e0e,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/estados.ts,lib,.ts,5907,184,1269a019f50012905b1b4f344acc34d5e047575ee501b808bba8c4e9e48870fa,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/motor-documental.ts,lib,.ts,29292,834,c9974208be9a531102bedce0248448c129b7a9d62ee2ea3731fab07352402b52,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:834_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/readiness.ts,lib,.ts,12337,225,5b5f769097fb067df4e0ca70ae30c83b36f3e9d613c36d776fe503c06eb9c9a5,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/document-automation-orchestrator.ts,lib,.ts,12553,295,05c5f92433c4efd007042cbea5d5d2583837fa556b5481a7fd57b89adbeda5e9,review,INTEGRAR_O_RETIRAR,P1,Alta,,"Documentado como entrada productiva, pero solo importado por tests. Solo está conectado a pruebas; no al producto."
lib/sgie/tiempo-por-estado.ts,lib,.ts,4040,125,569f5c3101309c4e3579c7f58beeef34a4e196eff1b7e8893f3e748e24bed55f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/motor-recordatorios.ts,lib,.ts,7401,221,bf3830ca4e4df113b25f6c74f52eed3614b21e25a9eab08952762c18dceb8e47,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/csv.ts,lib,.ts,2732,80,43ed8855d0b4097f8840e682a0e4798d992e58d8da07a4603d4707978006e16a,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/notificaciones.ts,lib,.ts,4533,170,7627a5fbc54abce8896f33a8de2a97551ab5b29a11b74aeab7e7f1c205ea049e,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/pdf.ts,lib,.ts,6425,154,6cffd59b45246faf1592fe499329192761686e01e40e2a8bd8c74f08931c61c0,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/util.ts,lib,.ts,7052,194,359ec769f32cee9fd2df530480b6430037884fcf7f6bf40f042f40bb58c480fe,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/autonomy-metrics-service.ts,lib,.ts,4933,96,198c6f337860fb2fb5e5279c85ec26b83b8cfa66c5af063456449d7a731c34bf,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/calendar-ics.ts,lib,.ts,5417,171,a2220e99745616d3f862de0b6acf9c0bb2e07c8df78ee551903425171740937b,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/admin-operations-service.ts,lib,.ts,8304,272,0845c13ff85e031d16ebda3a73766c727d008d051cf2d695abb0402af913c618,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/document-contradictions-service.ts,lib,.ts,2269,46,9952cadbb5b933beca86360626534089eaae00991f86c0cd6c7f742ee94f3731,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/work-queue-service.ts,lib,.ts,13219,441,b50c9506c9018432c81a85240159c874bafc3ad7b0cc4b53ac8c888998ccdb6c,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/sgie/ia-documental.ts,lib,.ts,22320,505,b70bc004b5c5dd90c45234ca7b42999e70c856460f0179381ac4896bd4d1f808,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:505_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/sgie/calendario.ts,lib,.ts,3762,113,fe7f121db8d28ec26475027df15eb3cd4f9df48b407d447b0b34702f916cf3eb,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/recordatorios-cliente.ts,lib,.ts,14814,394,3416fd790b0a2910d2525f109a5079770bd99e0e9bf2767c0ffad32942540ffc,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/inbound-service.ts,lib,.ts,3423,101,34a0365ec1f7d20da22d1d2dfc19396e4a30c412e79a0a5a87c55b5fb991a7bb,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/schemas/blog.ts,lib,.ts,4001,117,fffb92e9644eef6038ca5e38065b8b781980a69bf0e0f891154c1cb0157d8450,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/schemas/legal-page.ts,lib,.ts,5927,171,5b263995c07ccb0f2d418388ce0da31ed0f4a5cf4fe1a31dd6f440e7f29fe32b,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/signature/sandbox-provider.ts,lib,.ts,8188,211,e4a6cfcb50e2fdf0ff3504989d5378d4bf67043041eeb8720c66e863397b56a6,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/signature/provider.ts,lib,.ts,3191,124,c2942226e0df4dec395a93907b36fe6f7271f0b09d709127549c863fa437a55d,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/signature/dropboxsign-provider.ts,lib,.ts,10548,238,01087639441b4adb161796e09946c6b85036af1766ff84e6ea5bda1fc6fa9630,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/calendar/sandbox-provider.ts,lib,.ts,5518,179,ee471eae80ec7f61594d8001dae9c5bee9c3d3c2ec3f7586f39b6fd829d6432d,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/calendar/provider.ts,lib,.ts,1879,80,e562acdfef4eae2f150ea4b6017a870b7ae90b1ceaf3ceac035ab61da85b4fac,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/sgie/ocr/provider.ts,lib,.ts,3165,95,84c97f825b498a179a5d550820d735d02c05ff5d74f241acf5629370e9cd7983,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/ocr/tesseract.ts,lib,.ts,4295,145,a836159fa4eca3eab86a17711e2fc6b6831c5d95c347ae04e940a11e0f03bdf7,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sgie/ia/score.ts,lib,.ts,7233,180,80f1ac9bee5f25f6a04085a1bd13baedc355aac50dff218bf18c8ab640f3ec90,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/concurso.ts,lib,.ts,4433,104,3033cfc1b7ff04dcca3dd5bfff2195be4673fe526662dbdda8b5902fd0c065de,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/grado-autoria.ts,lib,.ts,706,23,4186e1acdf94ae386f401e7c6bdaab448e65e0e80cb726405a71046cbdbb1507,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/tentativa.ts,lib,.ts,1542,42,f24e32c03216918bfb50e2f5c677abadb74a955ee02d0efc17fc8dc8974eb33f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/eximentes.ts,lib,.ts,583,21,b498d5ffc4d728df76e6998a434851969c6e35d2a3df104e5de5a147dde115cc,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/circunstancias.ts,lib,.ts,6798,163,515deb3a4a2c4daec66988820e05f40ccbd773304a3c40d84c2dfaa933471564,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/types.ts,lib,.ts,5996,187,0224c2a92cc62ef9b14e4edca9dab06dd3fecda894a37aded0e45df4a57718fe,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/analisis.ts,lib,.ts,2747,74,cd549fdf2548409fd9320d7b8ffe6d131e6021a556194394c01dd864a4e4e16b,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/index.ts,lib,.ts,14033,283,9d6dbb12018f379a6e96ea48d84e48b9050f7cb39708e08cdd2dd905e24664c0,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/rules/v1/pena-base.ts,lib,.ts,4283,104,cb2368be848c442d616d3abc5b1f8ffea8e5bfa4d4d5c1b7b696b9d99883d8bb,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0021_slim_leo.sql,database,.sql,2783,44,88a022a3615a78800b6f14b0c093fbbb5b6193a0059dc1c8ff08bd9519e90471,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0034_fase2_workflows_outbox_jobs.sql,database,.sql,8902,178,b3e636d0e6ac2b185b61fbea6dfc035d20a5b3d82f1ce1f24016580a2004c7e9,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0046_fase4b3_electronic_signature.sql,database,.sql,8927,161,21994408306c7bccf8d9aadd6ad18f078e5903c4d17cd0cb2f5b50ac66ddec37,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0039_fase4a_feature_flags.sql,database,.sql,3868,79,582d86f083bc48319e0f3a424201a46eef1333000c3aeb3045c0e9074b83d283,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0030_security_sessions_2fa.sql,database,.sql,1338,27,111ede53ed4abf4321b1d11f1b84826060778a0b3933f8d779da589c9f0e0259,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0048_fase4b4_external_calendar.sql,database,.sql,8220,146,b4fa097c050fedc6de760bfc1d2f68e824558c9e34dd8df4c6af019e37f35754,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0013_add_newsletter_subscriptions.sql,database,.sql,496,11,d4acb1d5e2305e6ea8fbc9a80cc77deec4ed9f1dd91f5d0e6a685588314dddf6,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0019_sticky_karen_page.sql,database,.sql,6109,51,96c38efedbe2327876fc49adc84a62a5924fddf6d1716e9d2fad388d023e4a33,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0015_stale_kingpin.sql,database,.sql,1066,11,a8e37596a4042c60685b53d681463c82ea957e5b760dc136b38d798f8fe73fab,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0036_fase2_communications.sql,database,.sql,4421,64,cfb62285ae91d554c379029ec3462dee0a4c0e2caff9f87084f304b93fc8fa1e,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0020_magical_molten_man.sql,database,.sql,676,10,8a77386e0038896cba7fae1ccd5007068dbe2a1b7beff4d33e0f52e5aacbef8f,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0050_fase4b6_knowledge_base.sql,database,.sql,7093,133,0cd0d585c59998e904c5290df6e8b3a69ebf07f754cdbe6135e2402dd0ccf08a,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0047_fase4b3_reconciliation_locks.sql,database,.sql,683,14,272bdf9f683d481c6f0a7174718656222f3c6e3ed86818d61d030f249f46deca,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0007_mixed_the_phantom.sql,database,.sql,467,13,afaa19c9aad6002a9f4169c8371cafdc7a358fd129d255c92bc6e340500469c3,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0029_fase5_listo_para_revision.sql,database,.sql,3193,67,a7cdbc3baff14bc8477d727e66ae293ec2de840781284bc59543a64f2c98dc96,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0054_fase5b_document_intelligence.sql,database,.sql,9146,166,df1ebbc3fbdd727989d98748b63c98d16ba3dfbbb20c28b948d2db27435a5d63,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0037_fase3_experiencia_cliente_portal.sql,database,.sql,6112,117,c57378335512f0d232c0a1377e44fdad1e95c21f6e91929a684062340eba18d5,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0042_fase4a_unique_constraints_and_seeds.sql,database,.sql,5253,84,7d5fbae9ed80946493f9da37d88c406f68b6a86b0373cc79cb0e1d4397f406b2,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0033_fase1_calendario_version.sql,database,.sql,94,3,bfc7590e4b60c7758d8e410aa15a798a94ded479a72e2b26fad48c0a33eaaf4f,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/migrations/0038_fase4a_sgie_schema_migrations.sql,database,.sql,768,20,5e42b4683c7c4da2cdee221bbe5a480044544953475690b1448fd9334c188bfa,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
drizzle/migrations/0053_add_events_table.sql,database,.sql,686,15,553cdb306c12cc1f2e0515f5e7de5d7dd0c3900aafe7da5f054bdfc99fb138bc,review,INCORPORAR_A_MANIFIESTO_DE_MIGRACIONES,P0,Alta,,SQL no registrado en meta/_journal.json.
