"slug","production_body_hash","recovered_body_hash","same_body","production_title","recovered_title","same_title","production_meta","recovered_meta","same_meta","production_canonical","recovered_canonical","status"
"tarjetas-credito-intereses-cargos-defensa-honduras","4f51b7e0c15977bb02bac119f1650b2a764b2bb48b0c0af0dc92f50a72ab507f","4f51b7e0c15977bb02bac119f1650b2a764b2bb48b0c0af0dc92f50a72ab507f","true","Tarjetas de Crédito en Honduras","Tarjetas de Crédito en Honduras","true","{""description"":""Seguros no solicitados, membresías, comisiones por pago tardío y anatocismo. Cómo reclamar ante el banco (15 días), la CNBS y los tribunales."",""noindex"":false}","{""description"":""Seguros no solicitados, membresías, comisiones por pago tardío y anatocismo. Cómo reclamar ante el banco (15 días), la CNBS y los tribunales."",""noindex"":false}","true","","","MATCH"
"testamentos-sucesiones-herencia-honduras","263e0827683bf5c76be349ae0fd4d1c1cb12f0c5d8bf13f21cff4577aebe9187","263e0827683bf5c76be349ae0fd4d1c1cb12f0c5d8bf13f21cff4577aebe9187","true","Herencias en Honduras: Guía Paso a Paso de","Herencias en Honduras: Guía Paso a Paso de","true","{""description"":""Qué hacer cuando fallece un familiar en Honduras: tipos de testamento, sucesión intestada, plazos, impuestos, declaratoria de herederos y adjudicación de"",""noindex"":false}","{""description"":""Qué hacer cuando fallece un familiar en Honduras: tipos de testamento, sucesión intestada, plazos, impuestos, declaratoria de herederos y adjudicación de"",""noindex"":false}","true","","","MATCH"
"tipos-sociedad-mercantil-honduras","020edfd75fc8bc48a6fa8e1c06aa59f4044df8c626a9bd461deade5e884014c4","020edfd75fc8bc48a6fa8e1c06aa59f4044df8c626a9bd461deade5e884014c4","true","Tipos de Sociedad Mercantil en Honduras","Tipos de Sociedad Mercantil en Honduras","true","{""description"":""S. de R.L., S.A., E.I.R.L. y Sociedad en Comandita comparadas: responsabilidad de los socios, costos de constitución, requisitos de gobierno corporativo y"",""noindex"":false}","{""description"":""S. de R.L., S.A., E.I.R.L. y Sociedad en Comandita comparadas: responsabilidad de los socios, costos de constitución, requisitos de gobierno corporativo y"",""noindex"":false}","true","","","MATCH"
"titulos-valores-cheques-sin-fondo-honduras","8ca172f36f753dede183d08de774281eeed8b87856aff3362fd30fc58a81cfc9","8ca172f36f753dede183d08de774281eeed8b87856aff3362fd30fc58a81cfc9","true","Cheques sin Fondo en Honduras: Protesto Notarial","Cheques sin Fondo en Honduras: Protesto Notarial","true","{""description"":""Protesto notarial obligatorio en 8 días, acción cambiaria en 6 meses, qué puede reclamar (importe + intereses + gastos) y cuándo un cheque sin fondo es delito"",""noindex"":false}","{""description"":""Protesto notarial obligatorio en 8 días, acción cambiaria en 6 meses, qué puede reclamar (importe + intereses + gastos) y cuándo un cheque sin fondo es delito"",""noindex"":false}","true","","","MATCH"
"tramites-legales-nacaome","4311324f6aa65cebc12da1e0ae7c78f7db86aa154630c5bf0fa335eeda9ee9a7","4311324f6aa65cebc12da1e0ae7c78f7db86aa154630c5bf0fa335eeda9ee9a7","true","Trámites Legales en Nacaome: Poderes","Trámites Legales en Nacaome: Poderes","true","{""description"":""Trámites legales en Nacaome: poderes notariales, contratos, escrituras, RTN, demandas. Bufete local con presencia en los juzgados de Valle. Atención"",""noindex"":false}","{""description"":""Trámites legales en Nacaome: poderes notariales, contratos, escrituras, RTN, demandas. Bufete local con presencia en los juzgados de Valle. Atención"",""noindex"":false}","true","","","MATCH"
"tributar-espana-bienes-guia","114ed581a0be7e257808b639ab9f2bd626fe4ce93a9b896a2491db4a1ee2fd20","114ed581a0be7e257808b639ab9f2bd626fe4ce93a9b896a2491db4a1ee2fd20","true","Tributar en España con bienes en Honduras","Tributar en España con bienes en Honduras","true","{""description"":""Cómo tributa un hondureño residente en España que mantiene rentas o bienes en Honduras: residencia fiscal, Convenio de doble imposición y obligación del modelo"",""noindex"":false}","{""description"":""Cómo tributa un hondureño residente en España que mantiene rentas o bienes en Honduras: residencia fiscal, Convenio de doble imposición y obligación del modelo"",""noindex"":false}","true","","","MATCH"
"union-de-hecho-requisitos-derechos-honduras","63dba72fafa9700f2c6e9ef4e659ee2e0aae6f7664dc76da66a9c3a123edf44d","63dba72fafa9700f2c6e9ef4e659ee2e0aae6f7664dc76da66a9c3a123edf44d","true","Unión de Hecho en Honduras: Requisitos, Derechos","Unión de Hecho en Honduras: Requisitos, Derechos","true","{""description"":""Convivencia estable y notoria por 3 años, cómo declararla ante notario o judicialmente, y derechos patrimoniales, alimentos, sucesorios y filiales que nacen de"",""noindex"":false}","{""description"":""Convivencia estable y notoria por 3 años, cómo declararla ante notario o judicialmente, y derechos patrimoniales, alimentos, sucesorios y filiales que nacen de"",""noindex"":false}","true","","","MATCH"
"usucapion-prescripcion-adquisitiva-honduras","a2f2c667b1db9745d960078017b20741f275fead6df1beb335543863a744c100","a2f2c667b1db9745d960078017b20741f275fead6df1beb335543863a744c100","true","Usucapión en Honduras: cómo adquirir una","Usucapión en Honduras: cómo adquirir una","true","{""description"":""Requisitos: posesión pacífica, continua y pública por 10-20 años. Proceso judicial con testigos, edictos, inspección y sentencia. Cómo inscribir la propiedad"",""noindex"":false}","{""description"":""Requisitos: posesión pacífica, continua y pública por 10-20 años. Proceso judicial con testigos, edictos, inspección y sentencia. Cómo inscribir la propiedad"",""noindex"":false}","true","","","MATCH"
"violencia-domestica-ruta-legal-honduras","4d0409ea4349a148cdbc3d43868e4e0eb8e8ab1448b6fd86903e5dd3dcae890b","4d0409ea4349a148cdbc3d43868e4e0eb8e8ab1448b6fd86903e5dd3dcae890b","true","Violencia Doméstica en Honduras: Cómo Denunciar","Violencia Doméstica en Honduras: Cómo Denunciar","true","{""description"":""Dónde denunciar (Juzgado, MP, 911, CONADEH), medidas de protección inmediatas, qué pruebas necesita aunque no sean perfectas, y qué esperar del proceso"",""noindex"":false}","{""description"":""Dónde denunciar (Juzgado, MP, 911, CONADEH), medidas de protección inmediatas, qué pruebas necesita aunque no sean perfectas, y qué esperar del proceso"",""noindex"":false}","true","","","MATCH"
"visas-inversion-rentista-pensionado","31dca718f3fb7e3bedd480ae315c3ebcbecebbe9f6ea85e5f835439c174ffd31","31dca718f3fb7e3bedd480ae315c3ebcbecebbe9f6ea85e5f835439c174ffd31","true","Guía de Visas de Inversión, Rentista y Pensionado","Guía de Visas de Inversión, Rentista y Pensionado","true","{""description"":""Visa de inversionista (inversión mínima), rentista (ingresos estables del exterior) y pensionado (jubilados). Requisitos, documentación y proceso ante la DGME."",""noindex"":false}","{""description"":""Visa de inversionista (inversión mínima), rentista (ingresos estables del exterior) y pensionado (jubilados). Requisitos, documentación y proceso ante la DGME."",""noindex"":false}","true","","","MATCH"
"zonas-libres-zoli-beneficios-fiscales-honduras","16e1b846e2e5adb8b653a5613bbb09f2f9c9259d0eb1b6d2486c3775d0a06d89","16e1b846e2e5adb8b653a5613bbb09f2f9c9259d0eb1b6d2486c3775d0a06d89","true","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","true","{""description"":""Requisitos para instalarse en una ZOLI, beneficios fiscales (ISR, DAI, ISV), proceso de autorización ante la Comisión de Zonas Libres y obligaciones del"",""noindex"":false}","{""description"":""Requisitos para instalarse en una ZOLI, beneficios fiscales (ISR, DAI, ISV), proceso de autorización ante la Comisión de Zonas Libres y obligaciones del"",""noindex"":false}","true","","","MATCH"
